source,rating,text,date,author,date_parsed
Yelp,4,"I've been to Barclays Center a few times, mostly for New York Liberty games, and it's hands down my favorite venue. There really isn't a bad seat in the house--every section feels comfortable with plenty of legroom and space.  There are lots of food and drink options inside (prices are steep, but it's New York, so no surprise there). The bars always have great signature drinks, and the big merchandise store is a nice bonus.  Security is smooth, especially if you don't have a bag because there's a separate line that moves quickly. The staff is always friendly and welcoming, and I love that they thank you as you leave.  Restrooms are easy to find, and if you don't want to eat inside, there are plenty of restaurants right outside. There are a few parking lots within walking distance should you decide to drive over.   Barclays Center always gives a great experience--comfortable, organized, and full of good vibes!",10/29/2025 19:59:52,Kenya M.,2025-10-29 19:59:52
Yelp,5,"The improvements are remarkable, both visually and acoustically. Our team thoroughly enjoyed the experience. We sampled a variety of culinary offerings, all of which were exceptional. I highly recommend visiting the American Express Store for its unique merchandise.",10/23/2025 23:42:48,Sarah M.,2025-10-23 23:42:48
Yelp,3,"Good stadium in terms of seats, lighting and the show they put on. Went to go see boxing match there. Food is terrible and over priced.had the boneless wings and fries. Dry chicken. Service levels are hit and miss. Fast service at bathrooms and food and drink typically but staff are apathetic and appear to not give a damn at times.",10/20/2025 12:51:35,Tony J.,2025-10-20 12:51:35
Yelp,5,Great experience watching the WNBA game. (NYC Liberty vs. Chicago Sky)  I don't live in NYC so I traveled on the subway both ways.  Transportation was a piece of cake.  I was specifically impressed with everyone who works there.  Everyone was kind and professional.,10/06/2025 05:20:22,Denise A.,2025-10-06 05:20:22
Yelp,5,"my sister and I saw Charlixcx here in the spring and we had a great experience. the merch line was fast, and the bathrooms were clean and fast. the employees were great too because someone sat in our seats and they took care of it :)",09/23/2025 23:37:38,Abby M.,2025-09-23 23:37:38
Yelp,1,"I went to see Sleep Token at the Barclays center last night (9/22/25). The show itself was great, but I unfortunately left with a bad taste of the arena itself.   Before the show, my husband and I stopped at a snack stand. The price screen showed that a regular soda was $7.75 and a souvenir cup was $9. We decided to buy one souvenir cup to share.   The snack stand had Mashgin automated check outs, so we placed the cup on the sensor and the price came up to $12.75 plus tax. I was confused-- the screen says souvenir cups are $9- so I asked for clarification from the gentleman working.  He informed me that the price on the screen was for ""Liberty Souvenir cups"" which aren't sold during concerts. I was a bit frustrated because if that's the case, then the screen shouldn't say $9, but decided to pay for it anyway. Also, the cup I received was a hard plastic""Brooklyn"" branded cup-- so feels very souvenir cup? Why are we adding $3 because it's a concert? But whatever...   As I was tapping my card to the screen, a second drink for $8 appeared on the check out screen for no apparent reason. A very nice older lady who was working there tried to stop me before I paid, but my card had already processed a transaction for $22.56.   I was upset because I was NOT planning on spending that much for a drink, but in an attempt to soften the blow and not deal with a lengthy refund process, I asked the nice older lady if I could just get a second drink since I paid for it.   She brought one over from the cooler and a younger lady behind the counter immediately had an attitude. She asked why I was getting a second drink to which we explained the situation. She aggressively asked if I had a receipt, which I did not, because one was not printed. She got on the phone with a huff and asked me to wait for her supervisor to arrive. I pulled up my bank statement in the meantime to show that I was in fact charged $22.56 and she just rolled her eyes and said ""wait"". I waited about 10 minutes and no one showed up. Eventually she looked at the gentleman from before and said ""just pour it"".   So not only was I overcharged for an item that displayed a different price, but I was charged for a drink that I very obviously didn't have on the sensor AND then I'm given attitude because I didn't want to be out an extra $8 for no reason. Like these items are already outrageously priced ($8 for a 20oz bottles worth?) just let me get what I paid for.   To top it off, my husband ended up getting a pretzel while we were waiting that was rock solid and very dry, so not worth the $8 for that either.",09/23/2025 16:30:11,Ashley F.,2025-09-23 16:30:11
Yelp,2,"Drinks are overpriced, a particular female employee was rude. Ok, so I missed the part about not being able to bring a lighter with me. I asked if I could get it back after the show she said no. I wanted it back but she would allow me to go back out once I entered. So my 30 dollar lighter I'm sure is being enjoyed by the staff. I'd like to add the fact the they also said no smoking or vaping allowed. Well I got news for you. I smelled cigarettes, and definitely saw at least 2 people vaping in front of us. My motive was to enjoy my cigar after the show, not smoke while inside (common sense).  My next complaint is not about the arena, but it's about the ""young adults"" in front of that spilled their drinks more than drinking it. They couldn't stay still and literally spoke through out the whole concert. I'm not sure why even go to a concert if you're just going to keep talking. Just my 2 cents. For me, MSG will always be better. And one last thing, the sound of the concert sucked. Performance was great but the sound system sucks.",09/21/2025 17:05:16,Jeff L.,2025-09-21 17:05:16
Yelp,5,"I'm a WNBA fan through and through. As a lady basketball player, I want to support women's sports. While my home team is Las Vegas Aces, that doesn't stop me from traveling to other cities to see their team compete.   I always here how hype the NY crowd is at the Liberty games and decided to check it out for myself and even moreso that Natasha Cloud is on the team.   There are several entrances to get in but you must go in the entrance for your section. That can be good and bad depending how much walking you can do comfortably. I recently injured my foot, so it was a lot of walking. The staff were actually friendly. I wasn't expecting this based on other reviews.   While the Liberty lost to the Sky, it was a good game, but I must admit that Ellie stole the show. Ellie has to be the hardest working mascot that I've seen across all sports.   I had a great time and wouldn't hesitate yo come back to another Liberty game.",09/14/2025 00:16:58,Tara H.,2025-09-14 00:16:58
Yelp,1,"The security at this venue is unnecessarily aggressive and hostile. They have a strict bag checking policy (which is valid considering the size of the place and the amount of people entering at once) but treat patrons as if they are going through a check point in a prison rather than a concert venue.  If your items aren't approved according to their policy, they are discarded against your will without any options to retrieve them after the show. You are met with rude and unprofessional staff, antagonizing remarks and  even threats of physical altercations initiated by someone checking your bag (who is supposed to be making the event secure?). The level of unprofessionalism exhibited  is completely unwarranted  and I hope for the sake of Barclays they do a more thorough investigation on the people they employ and the environment they create for paying costumers. Tickets for this venue aren't necessarily cheap and to be treated like an inmate for having a lighter in your bag by a security guard on a power trip is going to make this place go lose business very quickly.",09/04/2025 18:03:33,Jessica V.,2025-09-04 18:03:33
Yelp,3,"The venue is very hit or miss. If you're higher up, it's not so great. If you're in the wrong section, enjoy your uncomfortable seats.  Did not eat or drink here, so can't comment on that. Security is like the airport, get ready to empty your pockets.",09/03/2025 03:35:10,Tom T.,2025-09-03 03:35:10
Yelp,4,"I realized the Barclays can be a hit a miss, depending on what venue you are there for and who is preforming, I have been there to several  events, every venue experience was different. Mary J Blige entry was chaos, just get in where you fit in.  However, my latest visit to the NY Liberty game was a hit ! entry was effortless, clear concise entry and seating points. Once inside the venue the beverage and food prices was typical, I was lucky enough to find Pops Patties at $9.00 for a Jerk Chicken Pattie, it was reasonable price, ordering is through QR code and your name or number is called for pick up.  We did purchase overpriced merch and popcorn but the NY Liberty won and the halftime and in between time is a party.  Ellie the mascot, turned up ! It was so much fun! The Barclays is easily accessible by mass transit but if you are driving, get there early and be prepared to circle the block.",08/27/2025 23:15:07,Shonta H.,2025-08-27 23:15:07
Yelp,4,"While they don't have the legacy and fame of an MSG, you can say that this is the home of a defending NY pro-basketball team. You couldn't have uttered that sentence since 1972. For that reason alone, Barclays is a place to visit to watch a fun and family-friendly NY Liberty game. The steepness of the upper level seats used to give me a lot of anxiety, but recent visits to the arena in sections closer to the court has really changed my view on how great it is to watch a game here.  Crowds are generally great, building is clean, and the convenience of all subway lines converging at Atlantic Ave is quite perfect for commutes. The fact that events at Barclays are still somewhat affordable is great to see.",08/27/2025 05:05:57,Nelson W.,2025-08-27 05:05:57
Yelp,2,I've been here 4 or 5 times sitting in different areas and the sound is always terrible. You can't understand anything the artists are singing. Bass boom is inconsistent and a lot of echo. Coney Island sounds better and it's an open bandshell. Food and drink prices are too high. They need to see the prices in Atlanta Mercedes Benz stadium and see what should be the cost of it. Last time coming here anyway.,08/25/2025 01:13:11,Kevin H.,2025-08-25 01:13:11
Yelp,4,"Great venue for concerts. Train is right in front, staff is always nice here & multiple food options to have prior to shows. There are multiple restrooms always in good clean condition but crowded for sure. I love that no matter where you are seated you can see at this venue",08/08/2025 16:49:22,Natasha R.,2025-08-08 16:49:22
Yelp,4,"I saw my first concert at the Barclays back in 2013 - The National and Youth Lagoon.  My friend had an extra ticket and we sat in the nosebleeds. Sound was good and we enjoyed it. In 2014 I saw a Brooklyn Nets vs. Toronto Raptors game with some Canadian fans. I also saw Arcade Fire in 2014, which was amazing. However, I think the coolest event I've been to was ""The Nightmare Before Christmas"" film with live music from Danny Elfman, a full orchestra and cast members including Cathrine O'Hara in 2017. Barclays was also the hub of bus transportation to Manhattan during hurricane Sandy in 2012. Architecturally / construction wise, for those of us who worked nearby during the construction, it's took some time getting used to it - but ultimately is an amazing resource for the community. It's now become a landmark - I'll meet you at Barclays. I hope to attend more memorable events here again soon!",07/24/2025 18:12:23,Amanda H.,2025-07-24 18:12:23
Yelp,4,"Incredible Experience with Just One Small Tweak Needed  We attended the Tyler, the Creator concert at Barclays Center and had the pleasure of experiencing it from Row 1, Section 8 of JetBlue @ The Key and let me just say, the concert itself was 5 stars all the way. Tyler brought the energy, the stage design was electric, and the vibe was off the charts.  As for JetBlue @ The Key, it's easily one of the best ways to enjoy a concert at Barclays. The suite experience comes with a ton of perks that elevate the night beyond just a great seat. The seats themselves were extra comfortable, with a perfect view of the stage and butler service that delivered food and drinks right to us yes, seriously.  Inside the suite, you get:  Private restrooms (huge plus no lines!)  A cash bar  Complimentary food that, while not the most varied, was well-stocked throughout the night and definitely satisfying  Dedicated security and a peaceful atmosphere before and after the show  Access to a private lounge area that felt like a mini-VIP hangout  The only reason this is 4 stars and not 5 is the timing. Even with a premium ticket, they didn't allow early entry ahead of the general public the doors opened for everyone at 6:30pm. It would've made the experience even more exclusive and smooth if JetBlue @ The Key ticket holders were let in a bit earlier to relax and enjoy the suite.  That said, the overall experience was fantastic. Between the amazing concert, the front-row view, great service, and top-tier comfort, this is absolutely worth it if you're thinking about upgrading your event night. Highly recommend JetBlue @ The Key for your next big concert or game just hope they tweak that early access policy in the future.",07/21/2025 19:05:24,Diego P.,2025-07-21 19:05:24
Yelp,5,"Service is great & some of the food is good. But you may get lukewarm & when you get to your seat, the food is cold. Also, food is very expensive. They do have good basketball games there. I had section 3 row 14 and it was great seats.",07/14/2025 09:43:37,Rose H.,2025-07-14 09:43:37
Yelp,5,"First time visitor from SF .  Watched the WNBA Liberty team and was a wonderful experience , Friend was able to book tickets at a great price with military discount online.  Make sure you  download tickets to Wallet as WiFi spotty.   Merch store with a $5 discount with survey.  Scan a QR code by the cashier line.",07/02/2025 04:51:50,Jannette R.,2025-07-02 04:51:50
Yelp,1,"Something has to be done with the Barclays Center staff. Totally rude, unprofessional, hostile, miserable, and disrespectful staff. They behave like animals no manners whatsoever. The food is less then average and jacked up 75%, they have to do better all around. I will take my money and go to Madison Sq Garden or Yankee stadium that has some decent food. The staff also locked up the beverage half way through the show, i have Diabetes and needed sugar to stay alive, they laughed in my face when i told them that. Horrible experience it felt Humiliating, makes me never want to come back. Ghetto staff doesn't want to work but want to be paid. They should work at a correctional facility or do sensitivity training. If i can put zero stars i would, they deserve less then nothing. The ambiance was terrible all around, All the staff kept getting rude, loud, and angry with concert goers and ruined a Cherished experience for many what was supposed to be a positive experience turned nasty and bad. Do better.",05/26/2025 11:16:00,Keven C.,2025-05-26 11:16:00
Yelp,5,Wow this is a great venue for a concert. Check in through security was easy and the concourse was big enough. The venue has a good sound system. I would go here again if one of my artists that I like play here again.,05/07/2025 17:35:49,Michael O.,2025-05-07 17:35:49
Yelp,1,"Very disappointed with the Security Staff at the Barclay Center! My friend & I went out to smoke and when we went back in our bags were physically searched...even though the women that went in before & after that just had their bags put through the x-ray machine....which is not the issue. The issue is that they found a lighter in my friend's bag...THAT SHE GOT INTO AT THE EVENT....and they wanted to take it from her. Security removed it from her bag...my friend said it's ok we are going to leave now and took the lighter back. Security proceeded to say "" B***h if you touch that lighter, I will slap you"" and then threatened that she would be waiting for my friend outside when she got off work. This was extremely uncalled for. Management would not give their names for us to write a complaint & she did absolutely nothing about what had happened. We missed the whole end of the event & wasted $160 tickets. I have tried to reach out to Barclay's numerous times to file a complaint but no response. Do better when hiring your security staff & with training Barclay's...it is totally unacceptable the way we were treated. They even made me wait outside in the cold when I had nothing to do with the situation while waiting for the Manager.",05/05/2025 17:00:09,Kristin P.,2025-05-05 17:00:09
Yelp,5,"Great indoor venue for games and concerts  Been here for both kinds of events before, very nice and clean facilities  Staff are also friendly and helpful.",05/05/2025 15:23:11,Aaron Y.,2025-05-05 15:23:11
Yelp,5,"I've been to countless concerts and Nets games at the Barclays Center. Security and staff are always friendly and diligent, which I appreciate. Drinks and food are pricey but most arenas are. I love the space, and will continue choosing Barclays as my preferred concert venue",04/28/2025 22:45:04,Evita N.,2025-04-28 22:45:04
Yelp,4,"Barclays is a super fun stadium out in BK that screams old school hip hop. Renowned for selling out shows to the likes of JZ and the Notorious B.I.G., the Nets incorporate that vibe into their basketball games. I've also seen a fun monster truck rally here.  Pretty much any seat is a good seat and depending on which team is in town, it's fairly reasonable to snag tickets. I truly prefer this stadium over MSG and visibility is substantially better. The food is also decent with all the classics.",04/16/2025 20:50:00,Taylee M.,2025-04-16 20:50:00
Yelp,2,"Boy, has TD Garden spoiled me. This was honestly one of the worst basketball game experiences I've had, and I'm counting a few noncompetitive high school varsity games I witnessed from the comfort of a stuffy gymnasium. My top-tier chum who literally went to the school of hospitality and I came here on Friday for the Nets/Clippers game. We'd gotten free tickets in a really good location - row 10 behind the visitors' bench. It seemed like an especially ideal spot because (spoiler alert) the Nets are not good at all right now, so the best players to witness were very likely going to be on that aforementioned bench.  This got off to a rough start immediately. We had access to a VIP-ish entrance in the back of the arena on Dean Street, which definitely had fewer people than the main entry point, but still had a wait of about 10 to 15 minutes since we were a little late (I think we showed up around 7:25pm, so within just a few minutes of tip). I was coming directly from work and had a larger messenger bag with me. When we got to the security checkpoint, I was told by the guard that I had to go to a completely different line that had an X-ray scanner because of the size of my bag. Really frustrating (and the customer service was abysmal - instead of apologizing for the disconnect, etc., this guy just sullenly pointed in the general direction of another line and tersely said, ""Different line."") and there is absolutely NO signage anywhere in this area to guide patrons to the correct/appropriate lines for this issue. An incredibly easy fix and there's no excuse for it. That extended our overall wait time by another five or 10 minutes - thankfully the crowd was thinning out or this would have been even more annoying. In contrast, the TD Garden security situation is a breeze and has never taken me more than two minutes to get through.  A huge factor in the equation here - and it really can't be emphasized enough - is that the Brooklyn Nets are pretty atrocious right now. Without looking at the standings, I can't imagine there are more than two or three teams with a worse record, and it's reflected in the lack of name recognition (I consider myself a pretty engaged fan of professional sports and I could only name two players in the starting lineup), as well as the lackluster environment overall. I've been to my share of games in all four major US professional sports - including some ROUGH situations with my beloved NY Mets between their 2000 World Series appearance and the emergence of Jose Reyes and David Wright - and this was about as mausoleum-esque as it gets. Keep in mind that this was a Friday night AND they were playing a legit playoff team in the LA Clippers. Just a rough vibe, and it's hard to know how much of that is about Barclays or the team specifically, or a combo. But it had a big impact. When there's an electricity in the crowd, you can really feel that and it dramatically improves the outing.   Another issue from my perspective is that it's just too dark and gloomy here. If memory serves, part of the pitch when they moved this franchise to Brooklyn was that they were really going to embrace the ""urban"" aspect of their surroundings, which was reflected in the color scheme of both the uniforms and the arena. But I think when you're literally surrounded by blacks and grays and little in the way of literal lighting, it's a tough vibe. How excited can a fanbase get if it feels like they're sitting in a movie theater?  One highlight for me personally was that we coincidentally ended up attending Drew Timme's NBA debut (a player I'm very familiar with as a Gonzaga fan), who's been toiling in the G League since going undrafted a few years ago. After an awkward start, he ended up with a double-double in his debut, a rarity. Very pleasing and because it's so quiet in the arena, we're pretty sure he heard me yell, ""United we zag!"" after he ended up at the foul line - literally the only perk of a non-electric atmosphere. Hopefully he sticks around because he has the gritty intangibles that should in theory make him a fan favorite.  The biggest selling point of this arena is that it's within a stone's throw of Park Slope and all of the great food/drink offerings that edgy neighborhood provides. That doesn't speak well of Barclays, unfortunately.",03/30/2025 12:25:54,Emma G.,2025-03-30 12:25:54
Yelp,5,One thing I remember about the Barclays center was the food. If you're constantly in a rush and forget to make dinner reservations don't worry the Barclays elevates their chicken tenders and fries to the next level. This time around I decided to give Fuku a shot and honestly the silky white cheese dipping sauce alone would make me return for the experience.  Asked around for ice cream and caught a juniors with a minimal line and i made the right choice with the red velvet cheesecake slice.   For drinks the Brooklyn Pilsner was a refreshing alternative but after the half the Brooklyn mule stole the show with a souvenir cup. Expect longer than average lines and a tight security clearance that puts TSA to shame. After you entered from a bodega in the corner to a beef patty and coco bread pick up was a pleasant Brooklyn surprise for a Monday night,03/11/2025 16:47:51,Gissell M.,2025-03-11 16:47:51
Yelp,1,"So let me make sure I have the straight. You confiscate my cigarette lighters at the door and then when I choose to bring them back to my car and re-enter, you refuse to return my property, telling me that once they are in the bin, we cannot return them. When I think about that after the fact, it seems like that should be illegal. Anyway, I got in my car, and went home. Screw the show, I am in no mood to see anything after this idiocy. You can go straight to hell. I will never set foot in this place again, unless maybe Jesus Christ or the Buddha are making an appearance. And even then I would have to think about it. Talk about overkill.",03/08/2025 01:23:07,Tony D.,2025-03-08 01:23:07
Yelp,3,"It's relatively clean and since the Nets generally stink, it's usually not too crowded so getting inside is pretty quick and inexpensive.  Lots of subway entrances and exits around as well.  Food obviously isn't cheap and lines are long though, so I'd recommend eating beforehand.  Just remember to be careful on what you bring.  I've seen the Nets and Globetrotters here (as well as a few other events) a few times and I've had lots of things confiscated at the security checkpoint.  Metal water bottles, bagels, etc. Don't bring outside food or water.",02/16/2025 19:03:32,Matthew W.,2025-02-16 19:03:32
Yelp,5,"I came to see Disney on ice (Frozen and Encanto) with my 4 year old and 4 month old and it was a great time. We did have to go around the block a couple of times to find street parking at 6:45pm on a weekday but there are parking garages ($$) if you can't find public parking. Upon arrival the check in process was pretty quick and everyone was very excited for us. We had seats in section 8 and it was a great view to the ice rink. We brought noise cancelling headphones for our 4 month old but in case you don't have , guest relations has some (they're one size fits all) for the exchange of your state ID. We ended up not needing the headphones, the noise was mild. My baby slept through most of it. My 4 year old on the other hand, loved it and honestly so did I - excellent show and performers. I don't know that I'd recommend for a kid smaller than 3 years old because it was around 2 hours long and it's hard for them to stay still.  For food , they had like 3 different stands with fast food, I chose paisanos burgers and went with the burgers , the line was very long. The burgers (not featured ) were eh and around $16 each , but it did the job of filling me up. I tried my daughter's chicken fingers and those were surprisingly really good- get those instead of the burger (spent $75 on our food). They also had several snack places opened and gift shops , we got my daughter some memorabilia (bubble machine $35, cup $18 ).   Overall, the venue is good , the show was awesome and I'd definitely recommend both. Do come prepared to spend $$$ money as it's not a cheap night out.",02/09/2025 06:47:05,Carla O.,2025-02-09 06:47:05
Yelp,4,"We attended the Chinese New Year event for the Brooklyn Nets VS the Sacramento Kings. The lines to get in were quick, the staff was helpful, and the entertainment was amazing. We didn't get to try the food, but the atmosphere was amazing. Lots of team spirit for both teams. Thanks for a wonderful experience!!",02/08/2025 20:30:26,Karen N.,2025-02-08 20:30:26
Yelp,1,"Concert at Barkleys was like listening to a world class orchestra through a 2$ speaker. Save your money, this shitbox is not worth any of your money.",02/07/2025 04:13:57,Ronda W.,2025-02-07 04:13:57
Yelp,5,Great atmosphere! Great game time snacks and alcohol! Clean seats!  Courteous ushers. And the Celebs body guards didn't beat anyone up!! Love it there!,01/26/2025 22:25:19,Brandon A.,2025-01-26 22:25:19
Yelp,1,"Attended the Nets/Knicks game on 1/21/25 and decided to grab a burger and fries from the Kosher spot near sections 29-31. Unfortunately, the food was disappointing--the burger and fries were cold, and the middle of the burger was hard. I ended up throwing out the $21 meal.  To make matters worse, I had to leave the game at halftime due to severe stomach issues, which turned into full-blown food poisoning. I missed the rest of the week of work because of it.  Not sure if I'll return to Barclays Center anytime soon, but if I do, I'll definitely be avoiding that food stand.",01/26/2025 15:46:44,chris w.,2025-01-26 15:46:44
Yelp,1,It's 20 degrees outside. I'm waiting for my Uber and they won't let you stay inside!! Doubt I'll ever come here again!,01/20/2025 01:47:38,Alona P.,2025-01-20 01:47:38
Yelp,1,"The Barclays Center is great but unfortunately they partner with STUBHUB. STUBHUB IS THE WORST Here is one crooked scheme used. Stubhub lists tickets for sale, usually at a better than expected price. Customer purchases the tickets . Then the wrong tickets ( another date ) are electronically sent to the customer. All the customer see's is the Brooklyn Nets thinking they have the right tickets. You go to The Barclays Center on a Tuesday but have Thursday tickets in your hand. CHECK THE DATE - Stub Hub will offer you a refund and someone from Pakistan, Vietnam or Thailand will say, "" WE SO SORRY FOR YOUR INCONVENIENCE - WE WILL ISSUE YOU REFUND...OK "" NO it is not OK . STUBHUB is a racket a bad racket . There are other options , safer options . Purchase tickets at the Barclays Center the night you wish to attend an event",01/07/2025 22:15:13,Christopher G.,2025-01-07 22:15:13
Yelp,4,Won't lie- went to the Barclays center for a nets game today and their wings are official. I was 50/50 when they came out but NOT bad at all!! I was actually amazed how good they are.,01/07/2025 05:43:44,Angel A.,2025-01-07 05:43:44
Yelp,4,"I would say it is more of a 4.5. This was my first time at Barclays Center. It is a great venue to see a concert. We were lucky to have floor seats, row 5. The seats were great but I stood most of the time. The acoustics were amazing, as was the singer!!!  We were invited to the Qatar VIP Lounge. They had dedicated Mariah themed drinks for the evening, but you could really order whatever you like. The drinks were high quality and tasted awesome..The food was ok. I really liked the avocado toast. The avocado was fresh. The chicken was pretty good and the taquitos were meh. I would think for a VIP lounge for invited guests, the food could have been higher quality.   I would say the food is probably where they lose 1/2 a star, along with every other concert venue...not having enough Ladies bathrooms!! All in all, it seems like people all over the venue had a good view of the performer.",12/29/2024 05:39:17,Michelle F.,2024-12-29 05:39:17
Yelp,4,Great place to catch a game; this place must do some serious business as they had like 3 different games in one day. I was lucky enough to see my terps win over Syracuse. The one thing that really sucked was the fact at half time ALL the concession stands in the building seemed to be closed or as if they couldn't or wouldn't operate all of them - so the four that were open had lines out the door.   I have been to many sporting events all over the US and I've never experienced this.   Seats were awesome and the place is clean and visually appealing as well as right off the subway.,12/22/2024 14:54:18,Courtney E.,2024-12-22 14:54:18
Yelp,5,"I had a fantastic experience at The Barclays Center tonight. Moving thru security is like LGA but much faster and more friendlier. Once you get thru,  the place was moving and shaking, bars were on the left and right.   We found our seats quickly. I like the variety of locations available for wine and cocktails including Jay Z's upscale 40/40 Club and world famous Junior's Cheesecake. I'm also impressed because we had last minute seats in the 200 section. We could see the main stage. There are big screens and surround sound around the Barclays' so you definitely see and hear.   Parking garage  available but driving isn't necessary. This is one of the most accessible places in Brooklyn.  This is Downtown Brooklyn the LIRR, MTA trains and MTA buses are available into the evening.",12/14/2024 15:06:30,Letty C.,2024-12-14 15:06:30
Yelp,4,"Came here for the Brooklyn Nets basketball home game against the Orlando Magic. This is also part of the Nets: Kids Games series. Section 23 is a dedicated area for kiddos to play a series of video games to win prizes and can even get memorabilia- personally autographed by the players. Barclay itself is a circular maze with signage everywhere to pinpoint the section and row for your seats; it does get a bit hectic as the crowds gathered in the concession area; thankfully all staff personnel were really nice and helpful to direct us to our seats and even allow me to take pictures near center court. Concession food is super expensive (though, Glaze Donuts were giving complementary baked goods pre-game); Bathrooms were kept orderly and very clean and wait time was fast and quick. Overall, a really good experience for me and my kid.",12/02/2024 01:38:29,Mei C.,2024-12-02 01:38:29
Yelp,1,"Where do I start, extremely long lines, lack of organization. Waste of time, when people visit an event center, they are there to enjoy an experience. Thankfully there are other event centers with better management and customer service.  #UBS",11/18/2024 04:15:18,Keisha K.,2024-11-18 04:15:18
Yelp,1,"The service is terrible and the the seat guide was so grumpy that she looked like she was owed a million dollars. We accidentally sat one row forward because our seat number was deducted, and she rushed over and accused us of deliberately sitting forward. When we asked her what the correct seat was, she responded with ""you asked me?"" This made us feel very sad and angry. If we each spent $400 and were accused and wronged by the guide, then I hope she will do this to everyone until she is fired.",10/28/2024 07:55:13,以宁,2024-10-28 07:55:13
Yelp,1,"I am reviewing Tickmaster.com, not Barclays Center in Brooklyn.  This company is terrible. They do not take phone calls. Their phone support is manned by bunch of low paid workers.   They will not refund or credit you because event orginizer has a policy. Ticketmaster pretends not to know who event orginizer are.   In our case, Justin Timberlake showed up at 09:30PM, so 50,000 people were sitting and waiting from 7.30PM in their seats listening to DJ playing radio tunes from the 80s. Remember this.  Once again, Barclays is ok venue.  Ticketmaster is a low quality shitshow co peddling tickets.",10/09/2024 18:20:41,Gekaprog ..,2024-10-09 18:20:41
Yelp,4,Easy to get to from Long Island.   Lots to eat around area.  Great place steep seats up top.,10/07/2024 11:14:44,Al V.,2024-10-07 11:14:44
Yelp,5,"I have visited Barclays Center for several New York Nets and Liberty games in the previous years. The best times were during the Kevin Durant era with huge crowds and great games. I love the area and the vibe of being in Brooklyn. It is in a great location right by the two train. As soon as you leave the station you get to embrace the Brooklyn experience. There are several stores and restaurants nearby to hang out before the game. Day or night there is always something going on in this area.   The nice thing about going to games in the Barclays Center is that it is much easier and cheaper than going to MSG. You get to see your favorite opposing team for half the price that you would in Manhattan. Getting inside is quick and easy. My favorite part of the stadium is standing area in the first level. If you have tickets in the higher levels you can come down and watch the game without spending more money. There is usually a large crowd of people hanging out here so come by early if you want a front row view.  The food choices are great. You can go your typical Brooklyn route and get Junior's cheesecake which is a fan favorite. Fuku provides the spicy chicken sandwiches and fries. As with any stadium, food options here are expensive. Drinks can set you back $16 or so. It is highly recommended to come early and try out one of the local eateries and then attend the game.   The games are usually great. For the last couple of years the Nets have been doing well. The Liberty play during the summer season. It is always a great environment to watch a game. I went this past week to see the Liberty in the playoffs. I was able to see them win and go to the next round. They even had a half time show by Ja Rule. That was a throwback which I did not expect. You can usually find halftime shows by local rap artists here which is great.",10/06/2024 02:44:00,Tarun B.,2024-10-06 02:44:00
Yelp,1,I attended the Monster Truck Live Pre show which started at 10 am as well as the regular scheduled event for 1230. It was total chaos even before the doors opened. One staff member stated that all the doors would be opened so of course everyone started to separate to the additional entrances only to have another staff member state that only 2 doors were going to be used which caused a ton of confusion . Then the event was so UNORGANIZED that they confused VIP with the regular pre show attendees. The actual pre show was good for what it was. Now we are waiting for the arena to open so we can get our seats but of course people want food. The food vendors were not opened AT ALL even though they have an event scheduled for 10 am you would think they would make special arrangements to open the vendors a little earlier than 11 30. So now you have a rush of people waiting to get food and they were so unprepared. BROOKLYN BANGERS AND DOGS STAFF in the BARCLAYS CENTER were so RUDE AND NASTY. The pretzels were not done at all and they had a VERY LIMITED AMOUNT of hot dogs already prepared. Do better please. As expensive as everything is in that place you would at least expect GREAT CUSTOMER SERVICE AND ORGANIZATION,09/28/2024 20:27:18,Mardeana B.,2024-09-28 20:27:18
Yelp,1,"I bought three tickets for my children to the  Hot Wheels monster jam as part of a fundraiser for PS 321.  my brother offered to take my boys to the show so I transferred the tickets to him.  purchasing the tickets required me to download the Barclays app, Brooklyn Nets app and open a Ticketmaster account.  There was no way to print out the tickets and only one way to transfer them.  when my brother arrived at the arena, they wouldn't let them in because the transfer did not seem to have worked so they told him to go to the box office, but he got all the way onto the back end of the line to do it again I sent them to the show a half an hour early, but now it was Showtime I got on my bike in the rain to go down there to meet them and got them to the box office.  I showed them my proof of purchase. I showed them the effort to transfer them on the app. I showed them that the app showed it wasn't claimed, but then I showed them that it hadn't shown up on my brother's phone.  And the kid behind the desk said yeah there's nothing I can do.  You have to go over to Ticketmaster at number one.  So we stood in another line I kept saying isn't there a house manager who can put these boys in their seats? It's a school fundraiser. Nobody else is going to be in the seats. There are still tickets available.  It was like dealing with surly teenagers, blank expressions.  Then the new kid said go to box office number two.  My kids ended up missing half of the show and we only got in because I managed to get the app to reclaim the tickets through a workaround.  What do house managers do? what is the purpose of all these kids sitting behind the glass ticket booth if they can't solve a problem? zero problem at management.",09/28/2024 20:16:10,Cynthia M.,2024-09-28 20:16:10
Yelp,5,I've been to three different big concerts here and I'm never disappointed. The center is clean and the lines/crowds are well managed. I can usually sit and enjoy my show too. Not too shabby for a music venue.,09/24/2024 16:41:08,Ashley D.,2024-09-24 16:41:08
